token,label,start_char,end_char,context
Licorice Wands,PERSON,33,47,"Pumpkin Pasties, Cauldron Cakes, Licorice Wands, and a number of other strange things Harry had never seen in his life."
Harry,PERSON,86,91,"Pumpkin Pasties, Cauldron Cakes, Licorice Wands, and a number of other strange things Harry had never seen in his life."
eleven,CARDINAL,75,81,"Not wanting to miss anything, he got some of everything and paid the woman eleven silver Sickles and seven bronze Knuts."
Sickles,ORG,89,96,"Not wanting to miss anything, he got some of everything and paid the woman eleven silver Sickles and seven bronze Knuts."
seven,CARDINAL,101,106,"Not wanting to miss anything, he got some of everything and paid the woman eleven silver Sickles and seven bronze Knuts."
Knuts,NORP,114,119,"Not wanting to miss anything, he got some of everything and paid the woman eleven silver Sickles and seven bronze Knuts."
Ron,PERSON,0,3,Ron stared as Harry brought it all back in to the compartment and tipped it onto an empty seat.
Harry,PERSON,14,19,Ron stared as Harry brought it all back in to the compartment and tipped it onto an empty seat.
Starving,WORK_OF_ART,1,9,"""Starving,"" said Harry, taking a large bite out of a pumpkin pasty."
Harry,PERSON,17,22,"""Starving,"" said Harry, taking a large bite out of a pumpkin pasty."
Ron,PERSON,0,3,Ron had taken out a lumpy package and unwrapped it.
four,CARDINAL,11,15,There were four sandwiches inside.
one,CARDINAL,10,13,"He pulled one of them apart and said, ""She always forgets I don't like corned beef."""
Harry,PERSON,34,39,"""Swap you for one of these,"" said Harry, holding up a pasty."
Ron,PERSON,53,56,"""Go on --"" ""You don't want this, it's all dry,"" said Ron."
five,CARDINAL,62,66,"""She hasn't got much time,"" he added quickly, ""you know, with five of us."""
Harry,PERSON,28,33,"""Go on, have a pasty,"" said Harry, who had never had anything to share before or, indeed, anyone to share it with."
Ron,PERSON,42,45,"It was a nice feeling, sitting there with Ron, eating their way through all Harry's pasties, cakes, and candies (the sandwiches lay forgotten)."
Harry,PERSON,76,81,"It was a nice feeling, sitting there with Ron, eating their way through all Harry's pasties, cakes, and candies (the sandwiches lay forgotten)."
Harry,PERSON,0,5,"Harry asked Ron, holding up a pack of Chocolate Frogs."
Ron,PERSON,12,15,"Harry asked Ron, holding up a pack of Chocolate Frogs."
Chocolate Frogs,ORG,38,53,"Harry asked Ron, holding up a pack of Chocolate Frogs."
Ron,PERSON,11,14,"""No,"" said Ron."
Agrippa,PERSON,12,19,"I'm missing Agrippa."""
Chocolate Frogs,ORG,37,52,"""Oh, of course, you wouldn't know -- Chocolate Frogs have cards, inside them, you know, to collect -- famous witches and wizards."
about five hundred,CARDINAL,9,27,"I've got about five hundred, but I haven't got Agrippa or Ptolemy."""
Agrippa,PERSON,47,54,"I've got about five hundred, but I haven't got Agrippa or Ptolemy."""
Ptolemy,PERSON,58,65,"I've got about five hundred, but I haven't got Agrippa or Ptolemy."""
Harry,PERSON,0,5,Harry unwrapped his Chocolate Frog and picked up the card.
Albus Dumbledore,PERSON,36,52,Underneath the picture was the name Albus Dumbledore.
Dumbledore,PERSON,12,22,"""So this is Dumbledore!"""
Harry,PERSON,5,10,said Harry.
Ron,PERSON,5,8,said Ron.
Agrippa,PERSON,12,19,"I might get Agrippa -- thanks Harry turned over his card and read: ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel."
Harry,PERSON,30,35,"I might get Agrippa -- thanks Harry turned over his card and read: ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel."
HOGWARTS,PERSON,108,116,"I might get Agrippa -- thanks Harry turned over his card and read: ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel."
Dumbledore,PERSON,173,183,"I might get Agrippa -- thanks Harry turned over his card and read: ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel."
Grindelwald,GPE,241,252,"I might get Agrippa -- thanks Harry turned over his card and read: ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel."
1945,DATE,256,260,"I might get Agrippa -- thanks Harry turned over his card and read: ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel."
twelve,CARDINAL,287,293,"I might get Agrippa -- thanks Harry turned over his card and read: ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel."
Nicolas Flamel,PERSON,360,374,"I might get Agrippa -- thanks Harry turned over his card and read: ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel."
Dumbledore,PERSON,10,20,Professor Dumbledore enjoys chamber music and tenpin bowling.
Harry,PERSON,0,5,"Harry turned the card back over and saw, to his astonishment, that Dumbledore's face had disappeared."
Dumbledore,PERSON,67,77,"Harry turned the card back over and saw, to his astonishment, that Dumbledore's face had disappeared."
all day,DATE,43,50,"""Well, you can't expect him to hang around all day,"" said Ron."
Ron,PERSON,58,61,"""Well, you can't expect him to hang around all day,"" said Ron."
Morgana,PERSON,13,20,"No, I've got Morgana again and I've got about six of her... do you want it?"
about six,CARDINAL,40,49,"No, I've got Morgana again and I've got about six of her... do you want it?"
Ron,PERSON,0,3,Ron's eyes strayed to the pile of Chocolate Frogs waiting to be unwrapped.
Chocolate Frogs,ORG,34,49,Ron's eyes strayed to the pile of Chocolate Frogs waiting to be unwrapped.
Harry,PERSON,22,27,"""Help yourself,"" said Harry."
Muggle,PERSON,23,29,"""But in, you know, the Muggle world, people just stay put in photos."""
Ron,PERSON,0,3,Ron sounded amazed.
Harry,PERSON,0,5,Harry stared as Dumbledore sidled back into the picture on his card and gave him a small smile.
Dumbledore,PERSON,16,26,Harry stared as Dumbledore sidled back into the picture on his card and gave him a small smile.
Ron,PERSON,0,3,"Ron was more interested in eating the frogs than looking at the Famous Witches and Wizards cards, but Harry couldn't keep his eyes off them."
Wizards,ORG,83,90,"Ron was more interested in eating the frogs than looking at the Famous Witches and Wizards cards, but Harry couldn't keep his eyes off them."
Harry,PERSON,102,107,"Ron was more interested in eating the frogs than looking at the Famous Witches and Wizards cards, but Harry couldn't keep his eyes off them."
Dumbledore,PERSON,21,31,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin."
Morgana,PERSON,36,43,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin."
Hengist,PERSON,49,56,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin."
Woodcroft,ORG,60,69,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin."
Alberic Grunnion,PERSON,71,87,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin."
Circe,NORP,89,94,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin."
Paracelsus,ORG,96,106,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin."
Merlin,PRODUCT,112,118,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin."
Cliodna,ORG,48,55,"He finally tore his eyes away from the druidess Cliodna, who was scratching her nose, to open a bag of Bertie Bott's Every Flavor Beans."
Bertie Bott's,PERSON,103,116,"He finally tore his eyes away from the druidess Cliodna, who was scratching her nose, to open a bag of Bertie Bott's Every Flavor Beans."
Every Flavor Beans,ORG,117,135,"He finally tore his eyes away from the druidess Cliodna, who was scratching her nose, to open a bag of Bertie Bott's Every Flavor Beans."
Ron,PERSON,37,40,"""You want to be careful with those,"" Ron warned Harry."
Harry,PERSON,48,53,"""You want to be careful with those,"" Ron warned Harry."
George,PERSON,0,6,"George reckons he had a boogerflavored one once."""
one,CARDINAL,39,42,"George reckons he had a boogerflavored one once."""
Ron,PERSON,0,3,"Ron picked up a green bean, looked at it carefully, and bit into a corner."
Bleaaargh,ORG,1,10,"""Bleaaargh -- see?"
Harry,PERSON,0,5,"Harry got toast, coconut, baked bean, strawberry, curry, grass, coffee, sardine, and was even brave enough to nibble the end off a funny gray one Ron wouldn't touch, which turned out to be pepper."
Ron,PERSON,146,149,"Harry got toast, coconut, baked bean, strawberry, curry, grass, coffee, sardine, and was even brave enough to nibble the end off a funny gray one Ron wouldn't touch, which turned out to be pepper."
Harry,PERSON,75,80,There was a knock on the door of their compartment and the round-faced boy Harry had passed on platform nine and threequarters came in.
nine,CARDINAL,104,108,There was a knock on the door of their compartment and the round-faced boy Harry had passed on platform nine and threequarters came in.
Harry,PERSON,22,27,"""He'll turn up,"" said Harry."
Ron,PERSON,40,43,"""Don't know why he's so bothered,"" said Ron."
Scabbers,ORG,20,28,"Mind you, I brought Scabbers, so I can't talk."""
Ron,PERSON,30,33,The rat was still snoozing on Ron's lap.
Ron,PERSON,64,67,"""He might have died and you wouldn't know the difference,"" said Ron in disgust."
yesterday,DATE,28,37,"""I tried to turn him yellow yesterday to make him more interesting, but the spell didn't work."
Hogwarts,PERSON,32,40,She was already wearing her new Hogwarts robes.
Neville,GPE,0,7,"Neville's lost one,"" she said."
one,CARDINAL,15,18,"Neville's lost one,"" she said."
Ron,PERSON,50,53,"""We've already told him we haven't seen it,"" said Ron, but the girl wasn't listening, she was looking at the wand in his hand."
Ron,PERSON,0,3,Ron looked taken aback.
Sunshine,PERSON,1,9,"""Sunshine, daisies, butter mellow, Turn this stupid, fat rat yellow."""
Scabbers,ORG,0,8,Scabbers stayed gray and fast asleep.
Hermione Granger,PERSON,288,304,"Nobody in my family's magic at all, it was ever such a surprise when I got my letter, but I was ever so pleased, of course, I mean, it's the very best school of witchcraft there is, I've heard -- I've learned all our course books by heart, of course, I just hope it will be enough -- I'm Hermione Granger, by the way, who are you."
Harry,PERSON,0,5,"Harry looked at Ron, and was relieved to see by his stunned face that he hadn't learned all the course books by heart either."
Ron,PERSON,16,19,"Harry looked at Ron, and was relieved to see by his stunned face that he hadn't learned all the course books by heart either."
